,Article Type,URL,Has Tweet Source?,Location Tweet Source,Claims,Original tweets
27,pagination latest,https://www.abc.net.au/news/2021-08-26/fact-check-are-house-prices-rising-by-1200-a-day/100405218,True,"['tweet, Greens leader Adam Bandt claimed house prices are rising by $1,200 a day, warning that younger workers have been locked out.']","['House prices are going up $1200 a day,', 'Great for property investors, a disaster for every casual worker with smashed savings.']","['www.twitter.com/AdamBandt/status/1420979265793761292', 'www.twitter.com/AdamBandt/status/1420979265793761292']"
28,pagination latest,https://www.abc.net.au/news/2021-08-25/gladys-berejiklian-sydney-lockdown-harshest-fact-check/100390380,False,,"['These are the harshest measures any place in Australia has ever faced,', 'I want to stress this point, that we have the harshest lockdown conditions that any state in Australia has seen']","['www.twitter.com/Raf_Epstein/status/1420561970713960449', 'No tweets found']"
29,pagination latest,https://www.abc.net.au/news/2021-08-20/coronacheck-poland-pfizer-doses-misinformation/100391090,False,,[],[]
30,pagination latest,https://www.abc.net.au/news/2021-08-17/fact-check-childcare-subsidies-alan-tudge/100370226,False,,"['failed', 'abysmally short', ""We've increased childcare subsidies by 77 per cent since we came to office,""]","['www.twitter.com/irenekeller/status/1427240101579427840', 'www.twitter.com/kaymbeals/status/1407341896314335234', 'No tweets found']"
31,pagination latest,https://www.abc.net.au/news/2021-08-13/coronacheck-george-christensen-speech-parliament-lockdown-masks/100372200,False,,[],[]
32,pagination latest,https://www.abc.net.au/news/2021-08-06/coronacheck-israel-higher-numbers-vaccinated-people-infected/100353540,False,,[],[]
33,pagination latest,https://www.abc.net.au/news/2021-08-03/covid-19-vaccine-rollout-scott-morrison-original-timetable/100342474,False,,[],[]
34,pagination latest,https://www.abc.net.au/news/2021-07-30/coronacheck-pcr-tests-cdc-covid-flu/100334096,False,,"[""it's not a race""]",['www.twitter.com/haddo1138/status/1420658955529846790']
35,pagination latest,https://www.abc.net.au/news/2021-07-29/fact-check-anthony-albanese-cost-of-seeing-your-doctor/100231472,True,"['tweetthat said:""It costs 34 per cent more to see your doctor today than it did when the Liberals came to power.']","[""in the Liberals' DNA"", 'It costs 34 per cent more to see your doctor today than it did when the Liberals came to power.']","['www.twitter.com/deirdreg13/status/1400587575706800132', 'No tweets found']"
36,pagination latest,https://www.abc.net.au/news/2021-07-23/coronacheck-tiktok-nsw-case-numbers-prediction-sting/100313594,False,,['anti-sex'],['www.twitter.com/queenofbithynia/status/1418039490925506562']
